DirPath,File,Method,PyPDF2_Score,OCR_Score,Final_Score,Output_Path
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/SDFI استاندارد,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/SDFI استاندارد,استاندارد SDFI.pdf,PyPDF2 (no OCR),0.779,0.0,0.779,/content/drive/MyDrive/Base Model Farsi/Output Texts/استاندارد SDFI.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/PSA-MILD شناسنامه و استاندارد خدمت,نامه ابلاغ PSA-MILD.pdf,"PyPDF2 (better, OCR worse)",0.5249,0.4998,0.5249,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ PSA-MILD.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/PSA-MILD شناسنامه و استاندارد خدمت,PSA-MILD شناسنامه و استاندارد خدمت.pdf,PyPDF2 (no OCR),0.792,0.0,0.792,/content/drive/MyDrive/Base Model Farsi/Output Texts/PSA-MILD شناسنامه و استاندارد خدمت.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/بستری توانبخشی,بستری توان.pdf,PyPDF2 (no OCR),0.7874,0.0,0.7874,/content/drive/MyDrive/Base Model Farsi/Output Texts/بستری توان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/بستری توانبخشی,-توانبخشی فاینال.pdf,PyPDF2 (no OCR),0.7894,0.0,0.7894,/content/drive/MyDrive/Base Model Farsi/Output Texts/-توانبخشی فاینال.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/گواهی فوت,گواهی فوت.pdf,PyPDF2 (no OCR),0.7871,0.0,0.7871,/content/drive/MyDrive/Base Model Farsi/Output Texts/گواهی فوت.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/گواهی فوت,استاندارد فوت.pdf,PyPDF2 (no OCR),0.7626,0.0,0.7626,/content/drive/MyDrive/Base Model Farsi/Output Texts/استاندارد فوت.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/هیسترکتومی رادیکال(نسخه دوم(,هیسترکتومی رادیکال(نسخه دوم( .pdf,PyPDF2 (no OCR),0.7237,0.0,0.7237,/content/drive/MyDrive/Base Model Farsi/Output Texts/هیسترکتومی رادیکال(نسخه دوم( .txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/اتوگرافت لیمبال ملتحمه,نامه ابلاغ اتوگرافت.pdf,"PyPDF2 (better, OCR worse)",0.5223,0.5087,0.5223,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ اتوگرافت.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/اتوگرافت لیمبال ملتحمه,ابلاغ اتوگرافت.pdf,PyPDF2 (no OCR),0.7895,0.0,0.7895,/content/drive/MyDrive/Base Model Farsi/Output Texts/ابلاغ اتوگرافت.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/اکمو,استاندارد  کرونا اکمو.pdf,PyPDF2 (no OCR),0.7287,0.0,0.7287,/content/drive/MyDrive/Base Model Farsi/Output Texts/استاندارد  کرونا اکمو.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/سرطان پستان_3,سرطان پستان.pdf,PyPDF2 (no OCR),0.7873,0.0,0.7873,/content/drive/MyDrive/Base Model Farsi/Output Texts/سرطان پستان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/VNS,VNS.pdf,OCR (better),0.5199,0.6782,0.6782,/content/drive/MyDrive/Base Model Farsi/Output Texts/VNS.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/سرطان پستان_3,تشخیص زودهنگام سرطان پستان نهایی.pdf,PyPDF2 (no OCR),0.7952,0.0,0.7952,/content/drive/MyDrive/Base Model Farsi/Output Texts/تشخیص زودهنگام سرطان پستان نهایی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/مراقبت های دارویی,استاندارد دارویی.pdf,PyPDF2 (no OCR),0.7853,0.0,0.7853,/content/drive/MyDrive/Base Model Farsi/Output Texts/استاندارد دارویی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/مراقبت های دارویی,بخش مراقبت های داروئی.pdf,PyPDF2 (no OCR),0.7959,0.0,0.7959,/content/drive/MyDrive/Base Model Farsi/Output Texts/بخش مراقبت های داروئی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/EEG,-EEGاستاندارد.pdf,OCR (better),0.0,0.7668,0.7668,/content/drive/MyDrive/Base Model Farsi/Output Texts/-EEGاستاندارد.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/ms,مراقبت ام اس در منزل.pdf,PyPDF2 (no OCR),0.7872,0.0,0.7872,/content/drive/MyDrive/Base Model Farsi/Output Texts/مراقبت ام اس در منزل.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/ms,home care ms.pdf,PyPDF2 (no OCR),0.7903,0.0,0.7903,/content/drive/MyDrive/Base Model Farsi/Output Texts/home care ms.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/توانبخشی در آسیب نخاعی,نامه ابلاغ توانبخشی.pdf,PyPDF2 (no OCR),0.7846,0.0,0.7846,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ توانبخشی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/SMA,نامه اس ام ای.pdf,"PyPDF2 (better, OCR worse)",0.5133,0.5004,0.5133,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه اس ام ای.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/SMA,توانبخشی در sma.pdf,PyPDF2 (no OCR),0.7852,0.0,0.7852,/content/drive/MyDrive/Base Model Farsi/Output Texts/توانبخشی در sma.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/کوید 19,کووید.pdf,PyPDF2 (no OCR),0.7872,0.0,0.7872,/content/drive/MyDrive/Base Model Farsi/Output Texts/کووید.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/کوید 19,نهایی نسخه دوازدهم درمان سرپایی و بستری کووید-19.pdf,PyPDF2 (no OCR),0.7871,0.0,0.7871,/content/drive/MyDrive/Base Model Farsi/Output Texts/نهایی نسخه دوازدهم درمان سرپایی و بستری کووید-19.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/مراقبت های ویژه کودکان,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/مراقبت های ویژه کودکان,دستورالعمل مراقبت های ویژه کودکان.pdf,PyPDF2 (no OCR),0.785,0.0,0.785,/content/drive/MyDrive/Base Model Farsi/Output Texts/دستورالعمل مراقبت های ویژه کودکان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/دستورالعمل,نامه مجیک ماشروم.pdf,PyPDF2 (no OCR),0.7868,0.0,0.7868,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه مجیک ماشروم.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/رقیق سازی حاد خون,راهنمای رقیق سازی حاد خون با حفظ حجم طبیعی.pdf,OCR (better),0.5277,0.7636,0.7636,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای رقیق سازی حاد خون با حفظ حجم طبیعی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/غربالگری قلبی,غربالگری قلبی.pdf,PyPDF2 (no OCR),0.7872,0.0,0.7872,/content/drive/MyDrive/Base Model Farsi/Output Texts/غربالگری قلبی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/غربالگری قلبی,مجموعه دستورالعمل بالینی غربالگری بیماری های قلبی مادرزادی4-11-1401.pdf,PyPDF2 (no OCR),0.7443,0.0,0.7443,/content/drive/MyDrive/Base Model Farsi/Output Texts/مجموعه دستورالعمل بالینی غربالگری بیماری های قلبی مادرزادی4-11-1401.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/مدیریت خونریزی مامایی,مسیر بالینی مدیریت خونریزی مامامی.pdf,PyPDF2 (no OCR),0.7936,0.0,0.7936,/content/drive/MyDrive/Base Model Farsi/Output Texts/مسیر بالینی مدیریت خونریزی مامامی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/مدیریت خونریزی مامایی,نامه ابلاغ  خونریزی مامایی.pdf,PyPDF2 (no OCR),0.7845,0.0,0.7845,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ  خونریزی مامایی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/پوست نوزاد,نامه پوست نوزاد.pdf,PyPDF2 (no OCR),0.7847,0.0,0.7847,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه پوست نوزاد.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/پوست نوزاد,دستورعمل مراقبت از پوست نوزاد .pdf,PyPDF2 (no OCR),0.7778,0.0,0.7778,/content/drive/MyDrive/Base Model Farsi/Output Texts/دستورعمل مراقبت از پوست نوزاد .txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/COPDدستورالعمل مسیربندی بالینی,نامه ابلاغ COPD.pdf,"PyPDF2 (better, OCR worse)",0.5223,0.4939,0.5223,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ COPD.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/COPDدستورالعمل مسیربندی بالینی,2 ابان.pdf,PyPDF2 (no OCR),0.7448,0.0,0.7448,/content/drive/MyDrive/Base Model Farsi/Output Texts/2 ابان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/پای دیابتی,پا دیابت نامه.pdf,PyPDF2 (no OCR),0.7845,0.0,0.7845,/content/drive/MyDrive/Base Model Farsi/Output Texts/پا دیابت نامه.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/پای دیابتی,مدل ارایه خدمت به بیماران مبتلا به زخم پای دیابتی.pdf,PyPDF2 (no OCR),0.7851,0.0,0.7851,/content/drive/MyDrive/Base Model Farsi/Output Texts/مدل ارایه خدمت به بیماران مبتلا به زخم پای دیابتی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/هیپوترمی,نامه هیپو ترمی.pdf,PyPDF2 (no OCR),0.7848,0.0,0.7848,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه هیپو ترمی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/هیپوترمی,Hypothermia .pdf,PyPDF2 (no OCR),0.7761,0.0,0.7761,/content/drive/MyDrive/Base Model Farsi/Output Texts/Hypothermia .txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/برچسب گذاری دارو با هشدار بالا,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/برچسب گذاری دارو با هشدار بالا,پیوست شماره2 هشداربالا.pdf,"PyPDF2 (better, OCR worse)",0.4714,0.4281,0.4714,/content/drive/MyDrive/Base Model Farsi/Output Texts/پیوست شماره2 هشداربالا.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/برچسب گذاری دارو با هشدار بالا,پیوست یک داروهای باهشدار با.pdf,PyPDF2 (no OCR),0.6483,0.0,0.6483,/content/drive/MyDrive/Base Model Farsi/Output Texts/پیوست یک داروهای باهشدار با.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/هموفیلی,دستورالعمل القائ تحمل ایمنی.pdf,PyPDF2 (no OCR),0.7883,0.0,0.7883,/content/drive/MyDrive/Base Model Farsi/Output Texts/دستورالعمل القائ تحمل ایمنی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/هموفیلی,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/سوختگی 1401,سوختگی.pdf,PyPDF2 (no OCR),0.7902,0.0,0.7902,/content/drive/MyDrive/Base Model Farsi/Output Texts/سوختگی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/سطح بندی,سطح بندی آنتی بیوتیک ها.pdf,PyPDF2 (no OCR),0.6982,0.0,0.6982,/content/drive/MyDrive/Base Model Farsi/Output Texts/سطح بندی آنتی بیوتیک ها.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/دستورالعمل عفونت ویروسی,دستورالعمل ویروسی.pdf,PyPDF2 (no OCR),0.7474,0.0,0.7474,/content/drive/MyDrive/Base Model Farsi/Output Texts/دستورالعمل ویروسی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/دستورالعمل عفونت ویروسی,نکات مهم در ب.pdf,PyPDF2 (no OCR),0.6516,0.0,0.6516,/content/drive/MyDrive/Base Model Farsi/Output Texts/نکات مهم در ب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/ابلاغ,ابلاغ.pdf,PyPDF2 (no OCR),0.7872,0.0,0.7872,/content/drive/MyDrive/Base Model Farsi/Output Texts/ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/ابلاغ,کووید.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/کووید.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/دستورالعمل‌ها/سوختگی,پروتکل جامع بیماران سوختگی .pdf,PyPDF2 (no OCR),0.7068,0.0,0.7068,/content/drive/MyDrive/Base Model Farsi/Output Texts/پروتکل جامع بیماران سوختگی .txt
